Run,Climate,System,Parametric,Heating [kBtuh]_92,Cooling [kBtuh]_92,Fan [kBtuh]_92,Heat [kW]_92,Cool [kW]_92,Fan [kW]_92,Demand [kW]_92,Heating [kBtuh]_95,Cooling [kBtuh]_95,Fan [kBtuh]_95,Heat [kW]_95,Cool [kW]_95,Fan [kW]_95,Demand [kW]_95,U,SHGC,Demand%Diff
4,6A,Gas,BVT+gasfurnace+slab+1990_para00004Table.csv,0,8.54,1.99,0,2.5,0.58307,3.08307,0,8.95,2.09,0,2.6,0.61237,3.21237,0.1,0.55,4.193871693
5,6A,Gas,BVT+gasfurnace+slab+1990_para00005Table.csv,0,9.95,2.28,0,2.9,0.66804,3.56804,0,10.26,2.35,0,3,0.68855,3.68855,0.1,0.7,3.377484557
6,6A,Gas,BVT+gasfurnace+slab+1990_para00006Table.csv,0,11.32,2.64,0,3.3,0.77352,4.07352,0,11.2,2.61,0,3.3,0.76473,4.06473,0.1,0.85,-0.215783892
7,6A,Gas,BVT+gasfurnace+slab+1990_para00007Table.csv,0,8.69,1.87,0,2.5,0.54791,3.04791,0,8.76,1.88,0,2.6,0.55084,3.15084,0.3,0.1,3.377068221
8,6A,Gas,BVT+gasfurnace+slab+1990_para00008Table.csv,0,9.1,0,0,2.7,0,2.7,0,9.11,0,0,2.7,0,2.7,0.3,0.25,0
9,6A,Gas,BVT+gasfurnace+slab+1990_para00009Table.csv,0,8.97,2,0,2.6,0.586,3.186,0,9.01,2,0,2.6,0.586,3.186,0.3,0.4,0
10,6A,Gas,BVT+gasfurnace+slab+1990_para00010Table.csv,0,8.61,2.01,0,2.5,0.58893,3.08893,0,9.02,2.11,0,2.6,0.61823,3.21823,0.3,0.55,4.185915511
11,6A,Gas,BVT+gasfurnace+slab+1990_para00011Table.csv,0,10.02,2.29,0,2.9,0.67097,3.57097,0,10.31,2.36,0,3,0.69148,3.69148,0.3,0.7,3.374713313
12,6A,Gas,BVT+gasfurnace+slab+1990_para00012Table.csv,0,11.38,2.65,0,3.3,0.77645,4.07645,0,11.23,2.61,0,3.3,0.76473,4.06473,0.3,0.85,-0.28750506
13,6A,Gas,BVT+gasfurnace+slab+1990_para00013Table.csv,0,9.87,2.09,0,2.9,0.61237,3.51237,0,9.92,2.1,0,2.9,0.6153,3.5153,0.5,0.1,0.083419458
14,6A,Gas,BVT+gasfurnace+slab+1990_para00014Table.csv,0,9.55,2.1,0,2.8,0.6153,3.4153,0,9.6,2.1,0,2.8,0.6153,3.4153,0.5,0.25,0
15,6A,Gas,BVT+gasfurnace+slab+1990_para00015Table.csv,0,9.44,2.1,0,2.8,0.6153,3.4153,0,9.46,2.1,0,2.8,0.6153,3.4153,0.5,0.4,0
16,6A,Gas,BVT+gasfurnace+slab+1990_para00016Table.csv,0,8.98,2.1,0,2.6,0.6153,3.2153,0,9.08,2.12,0,2.7,0.62116,3.32116,0.5,0.55,3.292383292
17,6A,Gas,BVT+gasfurnace+slab+1990_para00017Table.csv,0,10.12,2.32,0,3,0.67976,3.67976,0,10.36,2.37,0,3,0.69441,3.69441,0.5,0.7,0.398123791
18,6A,Gas,BVT+gasfurnace+slab+1990_para00018Table.csv,0,11.45,2.67,0,3.4,0.78231,4.18231,0,11.26,2.62,0,3.3,0.76766,4.06766,0.5,0.85,-2.741308033
19,6A,Gas,BVT+gasfurnace+slab+1990_para00019Table.csv,0,10.13,2.15,0,3,0.62995,3.62995,0,10.19,2.16,0,3,0.63288,3.63288,0.7,0.1,0.080717365
20,6A,Gas,BVT+gasfurnace+slab+1990_para00020Table.csv,0,9.94,2.2,0,2.9,0.6446,3.5446,0,9.96,2.2,0,2.9,0.6446,3.5446,0.7,0.25,0
21,6A,Gas,BVT+gasfurnace+slab+1990_para00021Table.csv,0,9.79,2.2,0,2.9,0.6446,3.5446,0,9.82,2.2,0,2.9,0.6446,3.5446,0.7,0.4,0
22,6A,Gas,BVT+gasfurnace+slab+1990_para00022Table.csv,0,9.7,2.2,0,2.8,0.6446,3.4446,0,9.71,2.2,0,2.8,0.6446,3.4446,0.7,0.55,0
23,6A,Gas,BVT+gasfurnace+slab+1990_para00023Table.csv,0,10.4,2.38,0,3,0.69734,3.69734,0,10.57,2.43,0,3.1,0.71199,3.81199,0.7,0.7,3.100877928
24,6A,Gas,BVT+gasfurnace+slab+1990_para00024Table.csv,0,11.57,2.7,0,3.4,0.7911,4.1911,0,11.43,2.66,0,3.3,0.77938,4.07938,0.7,0.85,-2.665648636
25,6A,Gas,BVT+gasfurnace+slab+1990_para00025Table.csv,0,10.36,2.21,0,3,0.64753,3.64753,0,10.42,2.21,0,3.1,0.64753,3.74753,0.9,0.1,2.741581289
26,6A,Gas,BVT+gasfurnace+slab+1990_para00026Table.csv,0,10.29,2.28,0,3,0.66804,3.66804,0,10.28,2.28,0,3,0.66804,3.66804,0.9,0.25,0
27,6A,Gas,BVT+gasfurnace+slab+1990_para00027Table.csv,0,10.15,2.28,0,3,0.66804,3.66804,0,10.12,2.28,0,3,0.66804,3.66804,0.9,0.4,0
28,6A,Gas,BVT+gasfurnace+slab+1990_para00028Table.csv,0,10.03,2.28,0,2.9,0.66804,3.56804,0,10.02,2.28,0,2.9,0.66804,3.56804,0.9,0.55,0
29,6A,Gas,BVT+gasfurnace+slab+1990_para00029Table.csv,0,10.69,2.46,0,3.1,0.72078,3.82078,0,10.77,2.48,0,3.2,0.72664,3.92664,0.9,0.7,2.770638456
30,6A,Gas,BVT+gasfurnace+slab+1990_para00030Table.csv,0,11.7,2.73,0,3.4,0.79989,4.19989,0,11.61,2.7,0,3.4,0.7911,4.1911,0.9,0.85,-0.209291196
31,6A,Gas,BVT+gasfurnace+slab+1990_para00031Table.csv,0,10.5,2.24,0,3.1,0.65632,3.75632,0,10.57,2.25,0,3.1,0.65925,3.75925,1.1,0.1,0.078001874
32,6A,Gas,BVT+gasfurnace+slab+1990_para00032Table.csv,0,10.41,2.31,0,3.1,0.67683,3.77683,0,10.44,2.32,0,3.1,0.67976,3.77976,1.1,0.25,0.077578287
33,6A,Gas,BVT+gasfurnace+slab+1990_para00033Table.csv,0,10.32,2.32,0,3,0.67976,3.67976,0,10.3,2.32,0,3,0.67976,3.67976,1.1,0.4,0
34,6A,Gas,BVT+gasfurnace+slab+1990_para00034Table.csv,0,10.22,2.32,0,3,0.67976,3.67976,0,10.2,2.32,0,3,0.67976,3.67976,1.1,0.55,0
35,6A,Gas,BVT+gasfurnace+slab+1990_para00035Table.csv,0,10.88,2.51,0,3.2,0.73543,3.93543,0,10.83,2.5,0,3.2,0.7325,3.9325,1.1,0.7,-0.074451839
36,6A,Gas,BVT+gasfurnace+slab+1990_para00036Table.csv,0,11.78,2.75,0,3.5,0.80575,4.30575,0,11.64,2.71,0,3.4,0.79403,4.19403,1.1,0.85,-2.594669918
1,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00001Table.csv,0,6.45,3.79,0,1.9,1.11047,3.01047,0,6.44,3.79,0,1.9,1.11047,3.01047,0.1,0.1,0
2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00002Table.csv,0,6.11,1.35,0,1.8,0.39555,2.19555,0,6.08,1.35,0,1.8,0.39555,2.19555,0.1,0.25,0
3,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00003Table.csv,0,6.06,1.37,0,1.8,0.40141,2.20141,0,6.31,1.43,0,1.8,0.41899,2.21899,0.1,0.4,0.798579092
4,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00004Table.csv,0,6.94,1.61,0,2,0.47173,2.47173,0,7.31,1.7,0,2.1,0.4981,2.5981,0.1,0.55,5.112613433
5,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00005Table.csv,0,7.87,1.86,0,2.3,0.54498,2.84498,0,8.55,1.96,0,2.5,0.57428,3.07428,0.1,0.7,8.059810614
6,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00006Table.csv,0,9.65,2.25,0,2.8,0.65925,3.45925,0,9.5,2.22,0,2.8,0.65046,3.45046,0.1,0.85,-0.254101323
7,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00007Table.csv,0,6.78,1.43,0,2,0.41899,2.41899,0,6.89,1.45,0,2,0.42485,2.42485,0.3,0.1,0.242249865
8,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00008Table.csv,0,6.87,0,0,2,0,2,0,6.54,0,0,1.9,0,1.9,0.3,0.25,-5
9,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00009Table.csv,0,6.54,1.48,0,1.9,0.43364,2.33364,0,6.55,1.48,0,1.9,0.43364,2.33364,0.3,0.4,0
10,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00010Table.csv,0,7.03,1.62,0,2.1,0.47466,2.57466,0,7.39,1.71,0,2.2,0.50103,2.70103,0.3,0.55,4.908220891
11,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00011Table.csv,0,8.06,1.91,0,2.4,0.55963,2.95963,0,8.6,1.97,0,2.5,0.57721,3.07721,0.3,0.7,3.972793897
12,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00012Table.csv,0,9.72,2.26,0,2.8,0.66218,3.46218,0,9.56,2.22,0,2.8,0.65046,3.45046,0.3,0.85,-0.33851504
13,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00013Table.csv,0,7.02,1.48,0,2.1,0.43364,2.53364,0,7.07,1.5,0,2.1,0.4395,2.5395,0.5,0.1,0.231287791
14,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00014Table.csv,0,7.36,1.59,0,2.2,0.46587,2.66587,0,7.35,1.59,0,2.2,0.46587,2.66587,0.5,0.25,0
15,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00015Table.csv,0,6.99,1.59,0,2,0.46587,2.46587,0,7.02,1.59,0,2.1,0.46587,2.56587,0.5,0.4,4.055363827
16,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00016Table.csv,0,7.14,1.65,0,2.1,0.48345,2.58345,0,7.46,1.73,0,2.2,0.50689,2.70689,0.5,0.55,4.778106795
17,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00017Table.csv,0,8.18,1.94,0,2.4,0.56842,2.96842,0,8.3,1.97,0,2.4,0.57721,2.97721,0.5,0.7,0.296117126
18,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00018Table.csv,0,9.81,2.28,0,2.9,0.66804,3.56804,0,9.6,2.23,0,2.8,0.65339,3.45339,0.5,0.85,-3.21324873
19,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00019Table.csv,0,7.25,1.53,0,2.1,0.44829,2.54829,0,7.3,1.55,0,2.1,0.45415,2.55415,0.7,0.1,0.229958129
20,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00020Table.csv,0,7.77,1.69,0,2.3,0.49517,2.79517,0,7.79,1.69,0,2.3,0.49517,2.79517,0.7,0.25,0
21,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00021Table.csv,0,7.29,1.67,0,2.1,0.48931,2.58931,0,7.43,1.69,0,2.2,0.49517,2.69517,0.7,0.4,4.088347861
22,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00022Table.csv,0,7.44,1.73,0,2.2,0.50689,2.70689,0,7.71,1.79,0,2.3,0.52447,2.82447,0.7,0.55,4.343730259
23,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00023Table.csv,0,8.41,2,0,2.5,0.586,3.086,0,8.91,2.04,0,2.6,0.59772,3.19772,0.7,0.7,3.62022035
24,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00024Table.csv,0,9.95,2.32,0,2.9,0.67976,3.57976,0,9.8,2.28,0,2.9,0.66804,3.56804,0.7,0.85,-0.32739625
25,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00025Table.csv,0,7.46,1.58,0,2.2,0.46294,2.66294,0,7.51,1.6,0,2.2,0.4688,2.6688,0.9,0.1,0.22005753
26,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00026Table.csv,0,8.11,1.77,0,2.4,0.51861,2.91861,0,8.18,1.77,0,2.4,0.51861,2.91861,0.9,0.25,0
27,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00027Table.csv,0,7.97,1.77,0,2.3,0.51861,2.81861,0,8,1.77,0,2.3,0.51861,2.81861,0.9,0.4,0
28,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00028Table.csv,0,7.88,1.84,0,2.3,0.53912,2.83912,0,7.95,1.86,0,2.3,0.54498,2.84498,0.9,0.55,0.206401984
29,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00029Table.csv,0,9.06,2.08,0,2.7,0.60944,3.30944,0,9.13,2.1,0,2.7,0.6153,3.3153,0.9,0.7,0.177069232
30,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00030Table.csv,0,10.08,2.35,0,3,0.68855,3.68855,0,9.97,2.33,0,2.9,0.68269,3.58269,0.9,0.85,-2.869962451
31,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00031Table.csv,0,7.59,1.61,0,2.2,0.47173,2.67173,0,7.64,1.63,0,2.2,0.47759,2.67759,1.1,0.1,0.21933354
32,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00032Table.csv,0,8.32,1.82,0,2.4,0.53326,2.93326,0,8.37,1.82,0,2.5,0.53326,3.03326,1.1,0.25,3.409176138
33,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00033Table.csv,0,8.17,1.82,0,2.4,0.53326,2.93326,0,8.19,1.82,0,2.4,0.53326,2.93326,1.1,0.4,0
34,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00034Table.csv,0,8.07,1.89,0,2.4,0.55377,2.95377,0,8.04,1.88,0,2.4,0.55084,2.95084,1.1,0.55,-0.099195266
35,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00035Table.csv,0,9.22,2.12,0,2.7,0.62116,3.32116,0,9.2,2.11,0,2.7,0.61823,3.31823,1.1,0.7,-0.088222187
36,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00036Table.csv,0,10.16,2.37,0,3,0.69441,3.69441,0,10.01,2.33,0,2.9,0.68269,3.58269,1.1,0.85,-3.024028194
1,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00001Table.csv,0,3.64,3.91,0,1.1,1.14563,2.24563,0,3.63,3.91,0,1.1,1.14563,2.24563,0.1,0.1,0
2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00002Table.csv,0,4.33,0.98,0,1.3,0.28714,1.58714,0,4.42,1.01,0,1.3,0.29593,1.59593,0.1,0.25,0.55382638
3,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00003Table.csv,0,5.06,1.18,0,1.5,0.34574,1.84574,0,5.29,1.24,0,1.5,0.36332,1.86332,0.1,0.4,0.952463511
4,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00004Table.csv,0,6.08,1.42,0,1.8,0.41606,2.21606,0,6.44,1.5,0,1.9,0.4395,2.3395,0.1,0.55,5.570246293
5,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00005Table.csv,0,7.15,1.71,0,2.1,0.50103,2.60103,0,7.4,1.77,0,2.2,0.51861,2.71861,0.1,0.7,4.520516872
6,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00006Table.csv,0,8.45,2.05,0,2.5,0.60065,3.10065,0,8.33,2.03,0,2.4,0.59479,2.99479,0.1,0.85,-3.414122845
7,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00007Table.csv,0,4.21,0.92,0,1.2,0.26956,1.46956,0,4.19,0.92,0,1.2,0.26956,1.46956,0.3,0.1,0
8,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00008Table.csv,0,4.41,0,0,1.3,0,1.3,0,4.5,0,0,1.3,0,1.3,0.3,0.25,0
9,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00009Table.csv,0,5.14,1.2,0,1.5,0.3516,1.8516,0,5.37,1.26,0,1.6,0.36918,1.96918,0.3,0.4,6.350183625
10,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00010Table.csv,0,6.16,1.44,0,1.8,0.42192,2.22192,0,6.51,1.52,0,1.9,0.44536,2.34536,0.3,0.55,5.555555556
11,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00011Table.csv,0,7.22,1.72,0,2.1,0.50396,2.60396,0,7.45,1.78,0,2.2,0.52154,2.72154,0.3,0.7,4.515430345
12,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00012Table.csv,0,8.54,2.07,0,2.5,0.60651,3.10651,0,8.37,2.03,0,2.5,0.59479,3.09479,0.3,0.85,-0.377272244
13,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00013Table.csv,0,4.83,1.04,0,1.4,0.30472,1.70472,0,4.81,1.04,0,1.4,0.30472,1.70472,0.5,0.1,0
14,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00014Table.csv,0,4.57,1.04,0,1.3,0.30472,1.60472,0,4.58,1.04,0,1.3,0.30472,1.60472,0.5,0.25,0
15,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00015Table.csv,0,5.23,1.22,0,1.5,0.35746,1.85746,0,5.47,1.28,0,1.6,0.37504,1.97504,0.5,0.4,6.330149774
16,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00016Table.csv,0,6.08,1.46,0,1.8,0.42778,2.22778,0,6.59,1.54,0,1.9,0.45122,2.35122,0.5,0.55,5.540942104
17,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00017Table.csv,0,7.34,1.75,0,2.2,0.51275,2.71275,0,7.51,1.79,0,2.2,0.52447,2.72447,0.5,0.7,0.432033914
18,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00018Table.csv,0,8.63,2.09,0,2.5,0.61237,3.11237,0,8.43,2.04,0,2.5,0.59772,3.09772,0.5,0.85,-0.470702391
19,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00019Table.csv,0,5.24,1.13,0,1.5,0.33109,1.83109,0,5.22,1.13,0,1.5,0.33109,1.83109,0.7,0.1,0
20,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00020Table.csv,0,4.95,1.13,0,1.5,0.33109,1.83109,0,4.94,1.13,0,1.4,0.33109,1.73109,0.7,0.25,-5.461228012
21,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00021Table.csv,0,5.48,1.29,0,1.6,0.37797,1.97797,0,5.72,1.35,0,1.7,0.39555,2.09555,0.7,0.4,5.94447843
22,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00022Table.csv,0,6.57,1.54,0,1.9,0.45122,2.35122,0,6.83,1.6,0,2,0.4688,2.4688,0.7,0.55,5.000808091
23,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00023Table.csv,0,7.58,1.81,0,2.2,0.53033,2.73033,0,7.75,1.85,0,2.3,0.54205,2.84205,0.7,0.7,4.091813078
24,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00024Table.csv,0,8.77,2.13,0,2.6,0.62409,3.22409,0,8.63,2.09,0,2.5,0.61237,3.11237,0.7,0.85,-3.465163814
25,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00025Table.csv,0,5.43,1.18,0,1.6,0.34574,1.94574,0,5.54,1.21,0,1.6,0.35453,1.95453,0.9,0.1,0.451756144
26,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00026Table.csv,0,5.3,1.22,0,1.6,0.35746,1.95746,0,5.31,1.22,0,1.6,0.35746,1.95746,0.9,0.25,0
27,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00027Table.csv,0,5.77,1.36,0,1.7,0.39848,2.09848,0,5.99,1.41,0,1.8,0.41313,2.21313,0.9,0.4,5.463478327
28,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00028Table.csv,0,7.02,1.64,0,2.1,0.48052,2.58052,0,7.09,1.66,0,2.1,0.48638,2.58638,0.9,0.55,0.227086014
29,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00029Table.csv,0,7.9,1.89,0,2.3,0.55377,2.85377,0,7.97,1.91,0,2.3,0.55963,2.85963,0.9,0.7,0.205342407
30,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00030Table.csv,0,8.88,2.16,0,2.6,0.63288,3.23288,0,8.79,2.14,0,2.6,0.62702,3.22702,0.9,0.85,-0.181262528
31,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00031Table.csv,0,5.56,1.21,0,1.6,0.35453,1.95453,0,5.61,1.23,0,1.6,0.36039,1.96039,1.1,0.1,0.299816324
32,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00032Table.csv,0,5.5,1.27,0,1.6,0.37211,1.97211,0,5.5,1.27,0,1.6,0.37211,1.97211,1.1,0.25,0
33,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00033Table.csv,0,5.94,1.41,0,1.7,0.41313,2.11313,0,6.09,1.44,0,1.8,0.42192,2.22192,1.1,0.4,5.148287138
34,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00034Table.csv,0,7.22,1.7,0,2.1,0.4981,2.5981,0,7.19,1.69,0,2.1,0.49517,2.59517,1.1,0.55,-0.11277472
35,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00035Table.csv,0,8.06,1.93,0,2.4,0.56549,2.96549,0,8.04,1.93,0,2.4,0.56549,2.96549,1.1,0.7,0
36,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00036Table.csv,0,8.98,2.18,0,2.6,0.63874,3.23874,0,8.83,2.15,0,2.6,0.62995,3.22995,1.1,0.85,-0.271401841
1,7,Elec,DLH+elecres+slab+1990_para00001Table.csv,75.08,0,3.05,22,0,0.89365,22.89365,75.08,0,3.05,22,0,0.89365,22.89365,0.1,0.1,0
2,7,Elec,DLH+elecres+slab+1990_para00002Table.csv,75.08,0,2.31,22,0,0.67683,22.67683,75.08,0,2.31,22,0,0.67683,22.67683,0.1,0.25,0
3,7,Elec,DLH+elecres+slab+1990_para00003Table.csv,75.08,0,2.31,22,0,0.67683,22.67683,75.08,0,2.31,22,0,0.67683,22.67683,0.1,0.4,0
4,7,Elec,DLH+elecres+slab+1990_para00004Table.csv,75.08,0,2.31,22,0,0.67683,22.67683,75.08,0,2.31,22,0,0.67683,22.67683,0.1,0.55,0
5,7,Elec,DLH+elecres+slab+1990_para00005Table.csv,75.07,0,2.31,22,0,0.67683,22.67683,75.07,0,2.31,22,0,0.67683,22.67683,0.1,0.7,0
6,7,Elec,DLH+elecres+slab+1990_para00006Table.csv,74.96,0,2.42,21.96,0,0.70906,22.66906,74.99,0,2.39,21.97,0,0.70027,22.67027,0.1,0.85,0.005337672
7,7,Elec,DLH+elecres+slab+1990_para00007Table.csv,79.92,0,2.47,23.42,0,0.72371,24.14371,79.92,0,2.47,23.42,0,0.72371,24.14371,0.3,0.1,0
8,7,Elec,DLH+elecres+slab+1990_para00008Table.csv,79.92,0,0,23.42,0,0,23.42,79.92,0,0,23.42,0,0,23.42,0.3,0.25,0
9,7,Elec,DLH+elecres+slab+1990_para00009Table.csv,79.92,0,2.47,23.42,0,0.72371,24.14371,79.92,0,2.47,23.42,0,0.72371,24.14371,0.3,0.4,0
10,7,Elec,DLH+elecres+slab+1990_para00010Table.csv,79.91,0,2.47,23.41,0,0.72371,24.13371,79.91,0,2.47,23.41,0,0.72371,24.13371,0.3,0.55,0
11,7,Elec,DLH+elecres+slab+1990_para00011Table.csv,79.91,0,2.47,23.41,0,0.72371,24.13371,79.91,0,2.47,23.41,0,0.72371,24.13371,0.3,0.7,0
12,7,Elec,DLH+elecres+slab+1990_para00012Table.csv,79.91,0,2.47,23.41,0,0.72371,24.13371,79.91,0,2.47,23.41,0,0.72371,24.13371,0.3,0.85,0
13,7,Elec,DLH+elecres+slab+1990_para00013Table.csv,84.16,0,2.61,24.66,0,0.76473,25.42473,84.16,0,2.61,24.66,0,0.76473,25.42473,0.5,0.1,0
14,7,Elec,DLH+elecres+slab+1990_para00014Table.csv,84.16,0,2.61,24.66,0,0.76473,25.42473,84.16,0,2.61,24.66,0,0.76473,25.42473,0.5,0.25,0
15,7,Elec,DLH+elecres+slab+1990_para00015Table.csv,84.16,0,2.61,24.66,0,0.76473,25.42473,84.16,0,2.61,24.66,0,0.76473,25.42473,0.5,0.4,0
16,7,Elec,DLH+elecres+slab+1990_para00016Table.csv,84.16,0,2.61,24.66,0,0.76473,25.42473,84.16,0,2.61,24.66,0,0.76473,25.42473,0.5,0.55,0
17,7,Elec,DLH+elecres+slab+1990_para00017Table.csv,84.16,0,2.61,24.66,0,0.76473,25.42473,84.16,0,2.61,24.66,0,0.76473,25.42473,0.5,0.7,0
18,7,Elec,DLH+elecres+slab+1990_para00018Table.csv,84.16,0,2.61,24.66,0,0.76473,25.42473,84.16,0,2.61,24.66,0,0.76473,25.42473,0.5,0.85,0
19,7,Elec,DLH+elecres+slab+1990_para00019Table.csv,89.47,0,2.78,26.21,0,0.81454,27.02454,89.47,0,2.78,26.21,0,0.81454,27.02454,0.7,0.1,0
20,7,Elec,DLH+elecres+slab+1990_para00020Table.csv,89.47,0,2.78,26.21,0,0.81454,27.02454,89.47,0,2.78,26.21,0,0.81454,27.02454,0.7,0.25,0
21,7,Elec,DLH+elecres+slab+1990_para00021Table.csv,89.46,0,2.78,26.21,0,0.81454,27.02454,89.46,0,2.78,26.21,0,0.81454,27.02454,0.7,0.4,0
22,7,Elec,DLH+elecres+slab+1990_para00022Table.csv,89.46,0,2.78,26.21,0,0.81454,27.02454,89.46,0,2.78,26.21,0,0.81454,27.02454,0.7,0.55,0
23,7,Elec,DLH+elecres+slab+1990_para00023Table.csv,89.46,0,2.78,26.21,0,0.81454,27.02454,89.46,0,2.78,26.21,0,0.81454,27.02454,0.7,0.7,0
24,7,Elec,DLH+elecres+slab+1990_para00024Table.csv,89.45,0,2.78,26.21,0,0.81454,27.02454,89.45,0,2.78,26.21,0,0.81454,27.02454,0.7,0.85,0
25,7,Elec,DLH+elecres+slab+1990_para00025Table.csv,92.84,0,2.89,27.2,0,0.84677,28.04677,92.84,0,2.89,27.2,0,0.84677,28.04677,0.9,0.1,0
26,7,Elec,DLH+elecres+slab+1990_para00026Table.csv,92.84,0,2.89,27.2,0,0.84677,28.04677,92.84,0,2.89,27.2,0,0.84677,28.04677,0.9,0.25,0
27,7,Elec,DLH+elecres+slab+1990_para00027Table.csv,92.84,0,2.89,27.2,0,0.84677,28.04677,92.84,0,2.89,27.2,0,0.84677,28.04677,0.9,0.4,0
28,7,Elec,DLH+elecres+slab+1990_para00028Table.csv,92.84,0,2.89,27.2,0,0.84677,28.04677,92.84,0,2.89,27.2,0,0.84677,28.04677,0.9,0.55,0
29,7,Elec,DLH+elecres+slab+1990_para00029Table.csv,92.84,0,2.89,27.2,0,0.84677,28.04677,92.84,0,2.89,27.2,0,0.84677,28.04677,0.9,0.7,0
30,7,Elec,DLH+elecres+slab+1990_para00030Table.csv,92.84,0,2.89,27.2,0,0.84677,28.04677,92.84,0,2.89,27.2,0,0.84677,28.04677,0.9,0.85,0
31,7,Elec,DLH+elecres+slab+1990_para00031Table.csv,93.22,0,2.91,27.31,0,0.85263,28.16263,93.22,0,2.91,27.31,0,0.85263,28.16263,1.1,0.1,0
32,7,Elec,DLH+elecres+slab+1990_para00032Table.csv,93.22,0,2.91,27.31,0,0.85263,28.16263,93.22,0,2.91,27.31,0,0.85263,28.16263,1.1,0.25,0
33,7,Elec,DLH+elecres+slab+1990_para00033Table.csv,93.22,0,2.91,27.31,0,0.85263,28.16263,93.22,0,2.91,27.31,0,0.85263,28.16263,1.1,0.4,0
34,7,Elec,DLH+elecres+slab+1990_para00034Table.csv,93.22,0,2.91,27.31,0,0.85263,28.16263,93.22,0,2.91,27.31,0,0.85263,28.16263,1.1,0.55,0
